item_name	category	tags	id
Chicken Nuggets + Nix	Kids + Beilagen / Garstufen / Sonstiges	set()	1740092
Wonder Waffel + Weiße Schokolade. + Erdbeer* + Weiße Raspel + Kinderriegel + Erdbeer Eis	WonderWaffel + AF Soßen + AF Früchte + AF Toppings + AF Specials + AF 2 Eis	set()	64198
Bière de Noël 33cl	Aperitifs	{'beer'}	1070334
Cappuccino + PaperCup +0,2€ + A.	Heißgetränke + AF Heissgetränke + AF Heissgetränke	{'hot_drinks'}	1341642
Grilled Pineapple Salad LMN	Lieferando/ Mjam/ Ninja	set()	1946329
Sündürme	Frühstück	set()	135493
Hendricks 5cl + Thomas Henry 0.2l	Gin (Tonic) + Tonics	{'carbonated_softdrink', 'spirits', 'other_non_alcoholic_drinks'}	1892034
Suppe klein	Mittagskarte	set()	525234
Serano-Manchego klein	Vorspeisen	set()	921628
Insalata mista di Stagione	Insalata	set()	52796
Braumeister Salat klein	Salat	set()	1713752
Colabier	Flaschenbier	{'carbonated_softdrink', 'beer'}	1355743
Filetsteak 300g + Medium + Kroketten + Knoblauch in Öl	Steaks + Abfrage Gargrad + Beilagen + Saucen	set()	1765314
Arabesk Power	COKTAIL ALKOHOLFREIE FRISCHE SÄFTE LIVEMUSIK	{'other_non_alcoholic_drinks'}	1859466
Moric Blaufränkisch 0,1	Rotwein	{'wine'}	1321892
3 Starter + Hummus Original + Falafel + Tzaziki	Starter Tower/ Fav. + Starter Tower/ Fav. + Starter Tower/ Fav. + Starter Tower/ Fav.	set()	1704374
8er + Auf die Hand + Vollmilch Schoko + MI Vollmilch Schoko + TI Brownies + FI Heidelbeeren	Choose It + Choose It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It	{'other_non_alcoholic_drinks'}	1199887
Wonder Waffel + Apfelmus + Apfelzimt + Erdbeer* + Keine Toppings + Toffifee + Kein Eis + Im Paket + Im Paket	WonderWaffel + AF Soßen + AF Früchte + AF Früchte + AF Toppings + AF Specials + AF 2 Eis + AF Paket + AF Paket	set()	1286989
0,4 Rhabarbersaft	Saft	{'beauty_venues', 'other_non_alcoholic_drinks'}	1861554
2 Kugeln Eis + 2 Zitrone	Eiskarte + AF-Eis	set()	1005967
Avocado Dream + DURCH + + Bacon + + Curly Fries	Burgers + AF Burgers + AF Burgers + AF Burgers	set()	266906
15 Gyros (Normal) + HALB 61 Parma	"Pizza ""Normal"" + AF Halb/Halb"	set()	866590
Magnus Sport 0,5	Getränke Außerhaus	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	781140
Flasche Riesling Lüthi	Wein und Prosecco	{'sparkling_wine', 'wine'}	29145
Weiss Gespritzt	spritzer	{'spirits', 'sparkling_wine'}	2026340
Semmelknödeln	Böhmische Küche	set()	885031
Chuck Norris (A) + 6 Stück (Aktion)	Shots C-F Aktion + AF zwang Shots Aktion	{'spirits'}	951413
Insalata La Famiglia	Salate	set()	722032
Jasmin Tee	Heiß getränke	{'hot_drinks'}	1984121
0,3L ORANGENSAFT	SAFT NEKTAR	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	503236
Waldbeeren Secco 0,1l	Aperitif	{'sparkling_wine'}	1161131
Trappen Burger + Spiegelei + ohne Bacon + *MENÜ 1* + medium	Beef Burger + Verschiedenes EXTRA + AF Ohne optional + AF Burger im Menü + AF Gargrad	set()	1898041
Fl. Riesling Einblick + -ohne Wasser- + 6 Gläser*	Weißwein, Flaschen + AF WW+RW Flasche + AF Glas	{'wine', 'other_non_alcoholic_drinks'}	1877912
0,5l Apfelschorle	AFG	{'carbonated_softdrink'}	1630755
Serrano BÄGEL	BÄGEL	set()	1665468
Pommes + Sweet Mustard	SIDES + Bestellabläufe	set()	1771228
Pflz. Kräuterhexe	Tee-Spezialitäten	{'hot_drinks'}	1238104
kl Rumpsteak + medium + mit Zwiebeln + mit Pommes	vom Rind + AF Gargrad + AF Zw / KB + AF Beilagen	set()	144968
Kleiner Klopfer	Miniaturen	{'spirits'}	1496184
Kuchen mit Früchte ohne glace	Dessert	set()	1298924
Saft 0,4 + Banane	Saft + Abfrage Schorlen	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1889703
Vodka + Russian Standard + Double + Shot	Spirits + Spirits + AF - Single /Double + AF Mixers	{'spirits'}	1830489
Lukullus Teller	Gemischte Grillteller	set()	1888523
Aufpreis 400 g + Medium + Pommes	Steaks + Abfrage Gargrad + Beilagen	set()	1499673
Tee mit Rum	Tee	{'hot_drinks'}	1437186
F1 + Käseteller F1 + --------- + ----------	Frühstück + AF F1,F2,F3 + AF Kaffe / Tee Fr + AF F1F2 Ei	{'hot_drinks'}	1416674
Bowl Chicken Menü + - + ohne Zwiebeln + ohne Schwarze Bohnen + ohne Reis + Knobi Mayo + Nacho Menü + Dip Knobi Mayo (nur Nacho Menü) + Fuze Tea Pfirsich 0,4*	Speisen + AF keine Auswahl + Zwangsabfrage Zutaten + Zwangsabfrage Zutaten + Zwangsabfrage Zutaten + Zwangsabfrage Soße + Zwangsabfrage Menü + Zwangsabfrage Menü + Zwangsabfrage Getränke	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1774629
Cortado + With Oatley Milk + With Extra Shot	Hot Drinks + OF Oatlley Milk + OF Extra shot	{'hot_drinks', 'other_non_alcoholic_drinks'}	1727017
Pommes + Chimichurri	Pommes frites + Pommes- soßen	set()	1392131
Vegan Avocado Menü #1 + Fritz-Kola Zuckerfrei 0.20 Menü + Vegan Mayo	Burger + AF Getränkemenü + Beilagen	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1049134
Wonder Waffel + Vollmilch + Erdbeer + Banane + Kiwi + Mandel + Giotto + Kein Eis + Getränk: Nein + Kein Paket	WonderWaffel + AF Soßen + AF Früchte + AF Früchte + AF Früchte + AF Toppings + AF Specials + AF 2 Eis + AF Getränk + AF Paket	set()	91925
Currywurst Spezial + Röstzwiebeln*1 + 7 + Ohne Beilage + Ohne Beilage*1	Currywurst + Beilagen incl. + Scharfe Soßen + Beilagen + Extras	set()	848684
EG Taylors 20 Years	EG Liqueur & Digestif	{'spirits'}	422010
Schweppes 0,4	Alkoholfreie Getränke	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1481579
Cake + Chocolate Sprinkles I + Peanut Butter I + Fresh Strawberries + Chocolate Sauce + Oreo	Create your own + Outside Toppings + Spreads Cakes + Fillings + Sauces + Toppings	set()	75136
Exotic	Kuchen	set()	1958545
Individuell mit Fleisch + Burrito + Hähnchen + K-Mix + Sour Cream + Tomaten + Mais + Ohne + ---	Individuell + AF Grundlage + AF Fleisch + AF Füllung + AF Soße + AF Extra Vitamine + AF Extra Vitamine + AF Fleisch Extra + AF Speziale	set()	1220553
The Road House + Vollkorn + Hähnchen + No extra Patty + + B&B Steak Fries	Burger + Burger Abfrage 1 + Danach Burger Abfrage 2 + Danach Burger Abfrage 3 (mehrfach möglich) + Additionen (nicht verstanden)	set()	1474677
Grappa fass	Spirituosen	{'spirits'}	108241
3 Pancakes mit Früchten + mit Ahornsirup	Frühstück + AF Pancakes	set()	945382
Zwickl Max 0.33l	Biere	{'beer'}	1225315
Mayaliwa 250g gemahlen	Mehrwertkaffee	set()	1188443
Portion Marmelade	Frühstück Einzelpositionen	set()	1430324
60. Insalata Cesare + -ohne Extra- + *Normal	Insalatone + AF Extras Insalatone + AF Dressing	set()	1789834
Glas Tee + Frauen Balance	Heiße Getränke + Abfrage Tee	{'hot_drinks'}	1791986
Kirsch Streusel	Hausgemachte saisonale Kuchen	set()	1998255
Sprite 1.5l + Geburtstag	Mineral Liter + Diverses	{'carbonated_softdrink'}	1804478
5er + ToGo mit Tüte + Weiße Schokolade + MI Vollmilch Schoko + MI Weiße Schokolade + TI Lotus Kekse + TI Haselnusskrokant + TI Pistazien + FI Ohne	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Topping + Abfrage Früchte	set()	1110220
SCHWEINSBRATEN	SPEISEN	set()	1763216
Himbeere'	Kuchen	set()	1773673
GV Smaragd Domäne 10 cl	Offene Weißweine	{'wine'}	1805199
Bubble Waffel Vanille + Nutella + Banane + Erdbeere + Apfel + Mini Marshmallows + Röllchen + Schoko-Bons + Erdbeer soße + - ohne Eis - + ohne Sahne	Waffeln & Eis + Abfrage Aufstrich + Abfrage Frucht + Abfrage Frucht + Abfrage Frucht + Abfrage Topping + Abfrage Topping + Abfrage Spezial + Abfrage Soße + Abfrage Eis (Waffeln, Shakes, Crazy Shakes) + Abfrage Sahne	set()	1426849
Mezzo Mix 0,4	Soft Drinks	{'carbonated_softdrink'}	866176
Kenia TANO NDOGO AA 2021 500g	Kaffeebohnen	set()	939413
Greca Pizza + Schinken	Pizza + AF Extras für Pizzen	set()	769630
Macaron	Süßes	set()	1281725
Fanta 0.3l	Getränke a la carte	{'carbonated_softdrink'}	805166
Creamy single 150g'' Menü + Kein Extra + Pom Frit. + Malzessig-Mayo. + Bluna Mix 0.33* + Pfand + --------	Creamy Blue* Menü + AF Extras + Beilagen* + Dips* + AFG* + Pfand eingenommen + Milkshakes 0,3*	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1427068
Spezi	Drinks	{'carbonated_softdrink'}	1740793
Mandel/Hafer + Keine Auswahl	Heissgetränke + Abfrage Milch	{'hot_drinks', 'other_non_alcoholic_drinks'}	1190386
Erstelle Crêpes Süß + Nutellla + Schokofresh + Kinder-Bueno + Ohne ss + Ohne flocken + Erdbeeree + Ohne, + Hier Essen auf Teller Toppings oben	Erstelle deine Crêpes: + Zwangsabfrage erstelle Süß 1 + Zwangsabfrage erstelle Süß 2 + Zwangsabfrage erstelle Süß 2 + Zwangsabfrage erstelle Süß 3 + Zwangsabfrage erstelle Süß 4 + Zwangsabfrage erstelle Süß 5 + Zwangsabfrage erstelle Süß 6 + Zwangsabfrage Einpacken	set()	615486
Menetou salon 2018	Vin au Verres / Coupes	{'wine'}	216199
Pirata + Pastor	Petites faims + Choix des Viandes	set()	380246
Dunkel	Heiß getränke	{'hot_drinks'}	1516558
Tomate1 + Pesto + Pas de sauce	Panini + Choix sauces + Choix sauces	set()	842752
Portion Tomaten Mozzarella + Divers. Abfrage Dressings	Salate + Abfrage Dressings	set()	1406524
Tee des Monats	Teesorten	{'hot_drinks'}	293711
Briefumschlag Ohne Fenster	Briefumschlag	set()	961310
Spätburgunder 0,1l	Weine	{'wine'}	863699
MAKEDONIKOS ROSE	OFFENER TAFELWEIN ROSE	{'wine'}	570032
500g Eduardo Navarro	Costa Rica	set()	1006616
Riesling Alte Reben 0,2	Weißwein 0,2	{'wine'}	1424916
Lütauer	Kaltgetränke	{'other_non_alcoholic_drinks'}	1589016
Zweisamkeit + Verlängerter* + Café Latte	Frühstück + AF Frühstück + AF Frühstück	{'hot_drinks'}	1275026
Burrito mit + B.Vegetariano + Extra Cheese.	Mains + Abfrage Lunch-Dinner + Abfrage Lunch-Dinner	set()	1667808
Individuell mit Fleisch + Burrito + Hähnchen + K-Mix + Sour Cream + Tomaten + Mais + Ohne + ---	Individuell + AF Grundlage + AF Fleisch + AF Füllung + AF Soße + AF Extra Vitamine + AF Extra Vitamine + AF Fleisch Extra + AF Speziale	set()	250671
Lammspieße	Lamm spezialitäten Grill	set()	1391676
Hascheeknödel kl	Hausmannskost	set()	1513265
Kleiner Deluxe + Keine Sauce + Cookie Crumble + Oreo	Becher + Abfrage Toppings vorgefertigte Becher + Abfrage Toppings + Abfrage Toppings	set()	1235940
8er + ToGo ohne Tüte + Ohne Füllung + Lookma Spezial + MI Vollmilch Schoko + TI Brownies + TI Kokosraspel + TI Pistazien + FI Kiwi	Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Top It + Abfrage Top It + Abfrage Fruit It	{'other_non_alcoholic_drinks'}	1183407
Gyros Burger Pork MENÜ + Fanta 0,5l# #1 + AH Pfand +0,25	Burger + AFZ AFG + Pfand	{'carbonated_softdrink'}	1369799
momos L + angebraten + L (1) + L (2) + L (4) + Dip: c) + Dip: a)	L + Zubereitungsart + momos L + momos L + momos L + Dips inklusive + Dips inklusive	set()	858706
Anette 50	Gemixtes	set()	780658
Sprite 0,4	Getränke Alkoholfrei	{'carbonated_softdrink'}	296975
Bubble Waffel Vanille + Nutella + Ananas + Smartis + M&Ms + Himbeer soße + - ohne Eis - + ohne Sahne	Waffeln & Eis + Abfrage Aufstrich + Abfrage Frucht + Abfrage Topping + Abfrage Spezial + Abfrage Soße + Abfrage Eis (Waffeln, Shakes, Crazy Shakes) + Abfrage Sahne	set()	806314
Paprika Tempeh Sandwich V + Panini	Brote & Lunch + Produktvarianten Food für Bestellablauf	set()	645403
Sashimi Thunfischtartar	Antipasti	set()	1316984
Mohn Käsekuchen	Kuchen	set()	761996
Curry spez.+Brötchen + Rindswurst* + Normal* + ——————	Wurst ++ Brötchen + AFZ Wurstmenü Wurst + AFZ Wurstmenü Schärfegrad + Beilagen	set()	1628429
Mineral o. Gas 33cl	Softgetränke	set()	1138392
Alt Tegel für 3 + Kaffee groß AT + Baileys Latte AT	FRÜHSTÜCK + Alt Tegel Getränke + Alt Tegel Getränke	{'hot_drinks'}	388351
I love Snacks	Sweets	set()	491060
Individu. Frühstck + Ei + Brie + Brötchen + Hartgekocht!!!	Frühstücke + Nachbestellungen + Nachbestellungen + Nachbestellungen + Frühstück Extrawünsche	set()	1621736
Kalbsbächen + 4 . Gang	Wochenkarte + Gänge	set()	1051795
ENGLISCH	FRÜHSTÜCK	set()	544305
Greenalls Gin Tonic	Longdrinks	{'carbonated_softdrink', 'spirits'}	1759095
Cremetorte	Rührkuchen	set()	2035420
Wasser Flasche	Alkoholfreie Getränke	{'other_non_alcoholic_drinks'}	1091576
No.45 Grauschiefer Schneider 0,2	Offene Weine	{'wine'}	1698349
5er + Auf die Hand + Lookma Spezial + MI Vollmilch Schoko + MI ohne + TI ohne + FI Erdbeeren	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Soße + Abfrage Soße + Abfrage Topping + Abfrage Früchte	{'other_non_alcoholic_drinks'}	1923944
Herz Waffle + Nutella + Mandarinen + Erdbeer + Banane + - + — + , + .	Waffeln + AF Soßen + AF Früchte + AF Früchte + AF Früchte + AF Streussel + AF Specials + AF Eis / Sahne + AF Informationen	set()	85558
HuskeeCup groß	Artikel shop / Gutschein	set()	533139
Pino Grigio 0,25	Weißweine	{'wine'}	1429636
8er + ToGo mit Tüte + Weiße Schokolade + Vollmilch Schoko + MI Vollmilch Schoko + TI Cookies + TI Oreo + FI Erdbeeren	Abfrage Größe + Abfrage Größe + Abfrage Füllung + Abfrage Füllung + Abfrage Soße + Abfrage Topping + Abfrage Topping + Abfrage Früchte	set()	1782309
Steinbutt	Hauptspeisen	set()	1222966
Reuilly rouge 75cl	Vins rouges	{'wine'}	1918147
Scheurebe Kabinet 0,25l	Weißwein	{'wine'}	1937292
Mineralwasser ohne	Pet Flaschen	{'other_non_alcoholic_drinks'}	138467
El Salvador San Jorge 500g + Filtermahlung	Kaffee 500g + AF Kaffeesorten	set()	1527663
Rinderfilet 220g + Medium Rare Medium Englisch + (8)Senfsahnesauce + Reis + Broccoligratin + -/-*	Fleisch / Fisch / Saucen + Abfrage Gargrad (Zwang) + Abfrage Sauce + Beilagen + Beilagen + Abfrage Dressing	set()	83223
BdM. + Brioche Bun + - - - - - - + Cowboy Fritten. + Ranch Sauce + Afri-Cola 0,33l.	Burger Menü + Brötchen + Extras + Beilage Menü + Saucen + Getränke Menü	{'carbonated_softdrink'}	745126
8er + Auf die Hand + Vollmilch Schoko + Lookma Spezial + MI Weiße Schokolade + TI M&Ms + FI Bananen	Choose It + Choose It + Abfrage Fill It + Abfrage Fill It + Abfrage Melt it + Abfrage Top It + Abfrage Fruit It	set()	1895562
Crunchy Tiger	KÜCHE	set()	541284
Margherita + Schwarzer Trüffel	Pizza + AF Extras	set()	1551396
Hamburger Süßkartoffeln	Burger	set()	616402
75     Insalata Caprese	Salate                  (70 - 79)	set()	1603111
Champignons 26	Klassiker	set()	1094293
Dream Waffel + Vollmilchschkolade + Apfel + Banane + Haselnussstreusel + --- + --- + -	Waffeln + AF Soße + AF Frucht + AF Frucht + AF Topping + AF Abwahl + AF Abwahl + AF Sahne	set()	1093835
US Hüfte 200g + mit Pommes + extra Salat + Trüffel Dip	Steak + AF Steaks + AF Steak 2 + AF Steak 2	set()	910997
Kürbissuppe mit Gamba	Klassiker der Brasserie	set()	445473
Chili-Angus Burger -Jalapeños + Ohne Tomate + Durch	Burger + Sonderwünsche + Abfrage Gargrad (Zwang)	set()	274305
Capesante in pancetta	Wochenempfehlung	set()	76914
Beilagen Salat	BEILAGEN	set()	1173724
Trinkgeld 1,50€	Trinkgelder	set()	1568766
Cream Cheese: Fancy + Everything + NO ADD-ON + Takeaway + 23 + Jalapeño	BAGEL MENU + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number + FANCY CC	set()	902126
Desperados 2,4	Bier / Biermix	{'beer'}	1606501
Filetsteak W. + Filetsteak 200g W. + medium - englisch + Steakpommes + Mayonnaise	Weihnachten + Weihnachten + Abfrage Steak + Beilagen Steaks + Dips	set()	2034968
Kaffee groß + ohne Koffein + für hier + ohne Kännchen Milch	KAFFEE + AF-KAFFEE + AF-KAFFEE + AF-KAFFEE	{'hot_drinks', 'other_non_alcoholic_drinks'}	494164
26 Pep. Wurst Pizza + xt Champignon + Xt Schinken	karte + AF Extra + AF Extra	set()	1053514
Gazzosa Lurisia	Wasser und Limonade	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1403175
Wonder Waffel + Nutella + Banane + Schokostreusel + Oreo + Kein Eis + Ohne Sahne	wonderwaffel + AF Soßen + AF Früchte + AF Toppings + AF Specials + AF 2 Eis + AF Sahne	set()	1212382
Cookie	Gebäck Süß	set()	1129897
Brisket. + Ceasar + Potato Salad	Sandwiches / Ribs + Zwangsabfrage Einiges + Zwangsabfrage Einiges	set()	171152
Tasse Kaffee Creme	Heißgetränke	{'hot_drinks'}	843492
1 Kugel + Schoko + Nerds	EIS + Abfrage Eissorten + Abfrage Eistoppings	set()	761746
Regaleali	Weißwein	{'wine'}	385089
Gutschein* #5	Sonstiges	set()	1252578
Soda (1/4)	Agua (Wasser)	{'other_non_alcoholic_drinks'}	959395
Pinot Noir Barrique Liesch	Rotweine Flaschen	{'wine'}	1728471
Veganer Zitronenkuchen	Tageskuchen	set()	1781439
Gourmet-Menü + 3 Gänge + Gegrillteslachsfilet + Gerö. Entenbrustscheiben + Reisbällchen & Sesam-Eis	Menü + AF Gourmet-Menü + AF 3, 4, 5 Gänge + AF 3, 4, 5 Gänge + AF 3, 4, 5 Gänge	set()	1242907
Filler	Alkoholfreie Getränke	{'carbonated_softdrink'}	1818503
Kaffee groß + mit Milch	Heiße Getränke + AF Milch	{'hot_drinks', 'other_non_alcoholic_drinks'}	1313026
Fritz Limonaden 0,33l + Zitrone	AFG + AFG	{'carbonated_softdrink', 'other_non_alcoholic_drinks'}	1336808
Champagner Cuvée-Clovis 7.5dl	Champagner	{'sparkling_wine'}	1055828
Der Rauchige + Mädchen + Mayo	Burger + AF Buns + AF Dips	set()	1887120
Spicy Cheese Menu + Ciabatta + Keine Auswahl + Kleiner salat* + Cola Light 0.33l*	Burger Menü_ + AF Buns + AF Toppings + AF Beilagen_ + Getränke im Menü	{'carbonated_softdrink'}	373534
BBQ-Soße**	Dips & Grill	set()	640825
Ovomaltine + heiss	Kaffee / Tee / Ovi + AF Schokolade, Ovomaltine	{'hot_drinks'}	1080010
Briefumschlag Ohne Fenster	Briefumschlag	set()	855795
Weißwein 0.2l + Lugana Cà Maiol 2020 0.2l	Weißweine + Abfrage Weißwein 0.2l	{'wine'}	1756559
Cheeseburger Menü + XL Regio + Brioche + Bacon. + Fries, klein. + vegane Mayo. + Maisel..	Burger Menü + AF  Größe + AF Brötchen + AF  Extras + AF Menü Beilagen + AF Dips kostenlos + Getränke Käseburger	{'beer'}	385718
Süße Aufstriche	Brunch #1	set()	625402
Weinschorle 0,2 sauer	Weißweine	{'sparkling_wine', 'wine'}	341143
Nero d' Avola 0.75l	Rotweine	{'wine'}	1654533
Jägermeister 2cl	Bitters 2cl	{'spirits'}	747047
Schoggistengel	Süssigkeiten / Knabberei	set()	464230
Nachos + Cheese	Food + AF Soßen	set()	1142370
Brotzeitplatte	Mittag	set()	1122554
Crêpes + Käse I Spinat I Avo	Crêpes_ + AF Crêpes_	set()	914632
Magnus 0.75l feinperlig	Alkoholfrei	{'other_non_alcoholic_drinks'}	1035689
Chai 100g	außer Haus	{'hot_drinks'}	284851
P10 (70) Falcone (mit Brokkoli) + Penne	Pasta + AF Penne o. Spaghetti	set()	755606
6 Cheese California + Pommes Statt Pasta + Mayo + Ketchup	Chicken + Abfrage Beilagen + Abfrage Saucen Heinz + Abfrage Saucen Heinz	set()	1454648
Polarlicht + ! Extra Cheddar + ! Extra Hähnchen + Sauerkrem	Burger + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet	set()	838239
Nature Moyen + Raisin + Myrtille* + - Sans -	Bubble Tea + Goût Nature + Topping + Supplément Toping	{'other_non_alcoholic_drinks'}	1552790
Tasting 300g + medium + Steakpommes + Beilagen-Salat + Mayonnaise	Steaks + Abfrage Steak + Beilagen Steaks + Beilagen Steaks + Dips	set()	177047
Unbroken Hoodie Gorilla Sand	UNBROKEN	set()	1527431
six grapes. port. reserve. 5cl	Weine Glasweise.	{'wine'}	81461
Pinsa rot + Cherry Tomaten + Gorgonzola + Ruccola	Pinsa + AF Pinsa + AF Pinsa + AF Pinsa	set()	1063468
Glas Honig 250g	Krebber Honig	set()	724217
Vegan Croissant	Pastry	set()	430784
Nacho Burger + Pommes Menü + - + Cola 0,3l	BEEF + Menü + Saucen MENÜ ( nicht benutzen) + AFG	{'carbonated_softdrink'}	334328
1/2 Bruschetta Perfetto/Antipasti/Vegetario + 1/4 Avocado*	Auslage + Beläge	set()	1660888
Bagel Brie + Natur	Bagel + Bagelsorte	set()	1106085
Steakteller mit Fritten + mit Scharfe Sauce + Tzatziki	Speisen + Zwangsabfrage Vöner + Zwangsabfrage Vöner	set()	1306329
Bio Rindsburger + Käse + Speck + Gartenwiese* + Süsskartoffelpommes	Hauptspeisen + AF Burger + AF Burger + Beilagen + Beilagen	set()	1069143
Weihnachtsmenü	Saisonkarte	set()	117895
Azimut blanche lime basilic canette	Bière cave canette	{'beer'}	1967440
Iberieli, Romance with Love 0,75l	Weißweine	{'wine'}	1823160
Red Bull Original	Alkoholfrei	{'carbonated_softdrink'}	562906
Scavi Prosecco	Wein & Kaffee/Tee	{'hot_drinks', 'sparkling_wine', 'wine'}	114754
Maultaschen geschmelzt	Hauptgerichte	set()	1020277
Gin Bombay	Longdrinks	{'spirits'}	978405
bellota schinken. 70g.	Sharing is caring	set()	844999
Green Dreams	Cocktails Alkfrei	{'spirits'}	592695
Camembert rôti frites	FORMULES MIDI	set()	1649870
Heiße Schokolade mit Schuss + Vollmichschokolade + Baileys	Heißes Süßes + AF Schokolade + AF mit Schuss	{'hot_drinks'}	578612
2nd Crack 500g + gemahlen	KAFFEE BOHNEN + AF Kaffeebohnen	set()	1019118
Big Ó Ahu + Süßkartoffel Pommes + Chili-Cheese-Sauce	Burger menü + Beilagen + AF Dip‘s und Extras	set()	1612469
Vegan Burger + Brioche + Senf Rucola + 1885 Sauce + Alles an Gemüse + . + POMMES + 1885 Sauce + .	Burger + Zutaten für mein Burger + Saucen + Saucen + Gemüse + Ausnahme + Beilagen + Saucen + Ausnahme	set()	709201
Cookies & Cream + Mit Sahne + Salted Caramell + Toffee Eis	WonderWaffel + AF Sahne + AF 2 Eis + AF 2 Eis	set()	907094
Rumpsteak Färse + medium	Fleisch + Abfragen	set()	860185
Menu 2 Viande Soir 26,90 + Brochette D Agneau. * + Saignant + Brochette De Poulet. * + Bien Cuit	Menu 2 Viandes/Poissons Soir + Af Choix 2 Viandes* + Cuisson + Af Choix 2 Viandes* + Cuisson	set()	32852
Lillet Berry	Aperitiv	{'spirits'}	1830645
Freshmaker	Alkoholfreie Cocktails	{'spirits'}	822537
Sex on the Beach *	Cocktails*	{'spirits'}	697879
Chicken Burger + mit Wedges + Standard #1	Burger + AF Beilagen/Extras + AF Beilagen/Extras	set()	388683
Goat + Rye + NO ADD-ON + For Here + 14	BAGEL MENU + BAGEL OPTIONS + ADD-ONS + For Here or To Go? + Table Number	set()	408513
Spritz*	Vini Bianchi	{'spirits', 'sparkling_wine', 'wine'}	843690
Tonkawaffel Angebot 1 Kugel + Schokolade Eis + mit Sahne + mit Puderzucker + mit Schoko-Sauce + zweites Besteck + zum Hieressen	TONKA-WAFFELN + AF-EISSORTEN TONKA + AF-TONKA + AF-TONKA + AF-TONKA + AF-BESTECK + AF-BESTECK	set()	969183
Johannisberg 0.5L	Weißwein	{'wine'}	1043508
Auszug je Kopie	Divers	set()	386222
W/Fö/leg	Damen	set()	1633019
Currywurst	Schwein	set()	2056907
Espresso Macchiato + decaf	Kaffee + OF Kaffee	{'hot_drinks'}	1266216
Divers. Billard	Billard	set()	924327
Gin Tonic + Berliner Brandstifter	Longdrinks + AF Gin Tonic	{'carbonated_softdrink', 'spirits'}	940307
Rhabarberschorle 0,3	Kaltgetränke	{'carbonated_softdrink', 'beauty_venues'}	1694400
Frühlingssalat	Mitarbeiter essen	set()	1538609
Bandnudeln mit Gorgonzola/Tomaten/Rucola	Vegetarisch	set()	1535702
Rumpsteak 200g + Pommes + Beilagensalat 1 + Cognacrahm + medium	Steaks + AF Beilage + AF Beilage + AF Steaks Zusatz + AF Steaks Gargrad	set()	850013
Egger Limonaden + Hit	Kaltgetränke + AF Egger Limonaden	{'carbonated_softdrink'}	1060341
Veganes Bruns Frühstück + Sesam-Bagel + Divers + Bananenbrot vegan + Erbse Basilikum + Tomate-Karotte (veg) + Vegane Tomatenbutter + Humus + Marmelade + Veganer Schokoaufstrich + Veganer Lachs + Avocado + Obstsalat + Orangensaft 0,4	Brunsfrühstücke + AF Bagelsorte + AF Bagelsorte + Kuchen + AF 4 Bagelaufstriche + AF 4 Bagelaufstriche + AF 4 Bagelaufstriche + AF 4 Bagelaufstriche + AF 4 Bagelaufstriche + AF 4 Bagelaufstriche + AF Frühstücksextras + AF Frühstücksextras + AF Frühstücksextras + Saft und Schorle	{'carbonated_softdrink'}	1139812
Klassiker + ohne Extras + ! Extra Butterkäse + ! Extra Rindfleisch	Burger + AF Klassiker + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet + Extras Können die Extras für jedes Gericht eingegeben werden?. bzw. im Bon dann dem richtigen Burger zugeordnet	set()	833580
BBQ-Burger + Brioche + Chili-Cheese-Pommes* + Cocktail-Dip* + Kein Extra	BEEF Burger + 1.AF Zwang bei ALLEN Burgern (außer Big Size) + 2.AF Zwang bei ALLEN Burgern + 3.AF Zwang bei ALLEN Burgern + 4. AF OPTIONAL bei ALLEN Burgern	set()	1313206
Duo de saumon poivre rose	Repas	{'wine'}	1332936
Kinderbuffet 5-10 Jahre	Brunch	set()	1943079
Belgian Waffle + Honig + Erdbeer + Kiwi + - + — + , + .	Waffeln + AF Soßen + AF Früchte + AF Früchte + AF Streussel + AF Specials + AF Eiscreme/ Frische Sahne + AF Informationen	set()	732018
